target,horizon_reports,model,feature,importance
hhs_discharges,14,random_forest,hhs_discharges,0.015892656404581658
hhs_discharges,14,random_forest,net_hhs_flow,0.0029547854534409603
hhs_discharges,14,random_forest,days_since_previous_report,0.0017039694287726312
hhs_discharges,14,random_forest,hhs_care_lag_1_reports,0.24352550261795475
hhs_discharges,14,random_forest,hhs_care_lag_7_reports,0.003954277109526293
hhs_discharges,14,random_forest,hhs_care_lag_14_reports,0.00918735196104389
hhs_discharges,14,random_forest,hhs_care_rolling_mean_7_reports,0.14403344205696184
hhs_discharges,14,random_forest,hhs_care_rolling_variance_7_reports,0.003426381986659487
hhs_discharges,14,random_forest,hhs_care_rolling_mean_14_reports,0.004563368907901392
hhs_discharges,14,random_forest,hhs_care_rolling_variance_14_reports,0.0027496607175948864
hhs_discharges,14,random_forest,hhs_discharges_lag_1_reports,0.028529366949687995
hhs_discharges,14,random_forest,hhs_discharges_lag_7_reports,0.0054744717947947065
hhs_discharges,14,random_forest,hhs_discharges_lag_14_reports,0.002635424630943258
hhs_discharges,14,random_forest,hhs_discharges_rolling_mean_7_reports,0.001600654867040595
hhs_discharges,14,random_forest,hhs_discharges_rolling_variance_7_reports,0.002463848327075357
hhs_discharges,14,random_forest,hhs_discharges_rolling_mean_14_reports,0.0050063014945391955
hhs_discharges,14,random_forest,hhs_discharges_rolling_variance_14_reports,0.0034131821755373605
hhs_discharges,14,random_forest,net_hhs_flow_lag_1_reports,0.003834927527893674
hhs_discharges,14,random_forest,net_hhs_flow_lag_7_reports,0.0032424543671756697
hhs_discharges,14,random_forest,net_hhs_flow_lag_14_reports,0.005722520575114445
hhs_discharges,14,random_forest,net_hhs_flow_rolling_mean_7_reports,0.0035636382480648487
hhs_discharges,14,random_forest,net_hhs_flow_rolling_variance_7_reports,0.0038675517773747144
hhs_discharges,14,random_forest,net_hhs_flow_rolling_mean_14_reports,0.0042792377377344195
hhs_discharges,14,random_forest,net_hhs_flow_rolling_variance_14_reports,0.0046220662926974325
hhs_discharges,14,random_forest,day_of_week,0.004601817544185355
hhs_discharges,14,random_forest,month,0.025847159200885917
hhs_discharges,14,random_forest,is_weekend,5.499374170069961e-05
hhs_discharges,14,random_forest,is_us_federal_holiday,0.0
hhs_discharges,14,gradient_boosting,cbp_apprehensions,0.027725242836924013
hhs_discharges,14,gradient_boosting,cbp_care,0.004025609847242316
hhs_discharges,14,gradient_boosting,cbp_transfers_to_hhs,0.01550199520647445
hhs_discharges,14,gradient_boosting,hhs_care,0.39408799727407123
hhs_discharges,14,gradient_boosting,hhs_discharges,0.061896938650163005
hhs_discharges,14,gradient_boosting,net_hhs_flow,0.0
hhs_discharges,14,gradient_boosting,days_since_previous_report,0.0
hhs_discharges,14,gradient_boosting,hhs_care_lag_1_reports,0.14350437979066896
hhs_discharges,14,gradient_boosting,hhs_care_lag_7_reports,0.0019523006794416563
hhs_discharges,14,gradient_boosting,hhs_care_lag_14_reports,0.0013053037116926157
hhs_discharges,14,gradient_boosting,hhs_care_rolling_mean_7_reports,0.05332774534425167
hhs_discharges,14,gradient_boosting,hhs_care_rolling_variance_7_reports,0.0
hhs_discharges,14,gradient_boosting,hhs_care_rolling_mean_14_reports,0.005608034403813501
hhs_discharges,14,gradient_boosting,hhs_care_rolling_variance_14_reports,0.0
hhs_discharges,14,gradient_boosting,hhs_discharges_lag_1_reports,0.04785382793270011
hhs_discharges,14,gradient_boosting,hhs_discharges_lag_7_reports,0.0
hhs_discharges,14,gradient_boosting,hhs_discharges_lag_14_reports,0.0
hhs_discharges,14,gradient_boosting,hhs_discharges_rolling_mean_7_reports,0.0019301462461868925
